Ashland,Alabama,Ashland|Alabama,AL,Clay,1101,75,782,78,10,51,17,6,21,8,13,31,9,72.2265,0.36,33.230215,-85.867824,1.77%,2163,333,97,10,0,35,55,1234,1318,6,42.4,63,,,10400,26,0.05%,1055,70200,1130
Ashville,Alabama,Ashville|Alabama,AL,Saint Clair,1390,109,207,359,38,347,2,23,22,14,13,242,14,57.049,2.075,33.817665,-86.213044,8.90%,3304,299,83,28,1,50,41,1857,1803,5,40,81,,Metro,10410,34,4.63%,1374,91900,570
Athens,Alabama,Athens|Alabama,AL,Limestone,11135,503,3062,834,130,2479,690,677,649,125,641,748,597,127.2845,9.234,34.765786,-87.108167,3.26%,9387,2303,1205,107,20,198,910,6078,6548,0,38.6,757,,Metro,10420,375.5,0.73%,5241,105200,720
Atmore,Alabama,Atmore|Alabama,AL,Escambia,3171,261,1832,104,5,452,164,73,45,8,8,111,108,164.1055,0.894,31.174268,-87.494964,-3.54%,4666,3905,180,32,7,653,82,5101,4077,31,38,354,,,10430,140,-1.76%,3068,86800,82
Auburn,Alabama,Auburn|Alabama,AL,Lee,13604,327,1880,581,194,671,6333,213,51,16,954,186,2198,85.3,0.8135,32.557826,-85.479864,2.92%,12704,2611,534,1131,21,124,288,8304,8297,,28.2,1780,0.5,Metro,10460,827,0.76%,7143,232400,822
Bay Minette,Alabama,Bay Minette|Alabama,AL,Baldwin,3799,100,676,545,61,1293,106,194,174,56,116,369,109,167.4035,1.5235,30.886059,-87.758137,5.62%,7139,2223,157,75,5,184,83,4681,4864,17,37.8,368,,Metro,10580,160.5,-0.96%,3484,106700,278
Bear Creek,Alabama,Bear Creek|Alabama,AL,Marion,252,44,147,15,2,21,7,3,4,0,1,3,5,18.6945,0.1125,34.213268,-87.74189,13.06%,560,0,8,2,1,7,6,290,279,4,40.7,36,,,10600,12.5,21.31%,231,50500,498
Birmingham,Alabama,Birmingham|Alabama,AL,Jefferson,105711,3894,10536,6555,3129,14074,11690,2408,2050,5381,13566,11852,20576,174.6845,2.3175,33.5208,-86.8027,0.25%,0,0,0,0,0,0,0,0,0,1042,0,17298,26,Metro,10780,6964.5,0.79%,0,0,600
Blountsville,Alabama,Blountsville|Alabama,AL,Blount,1586,75,833,245,6,262,26,27,6,4,19,71,12,64.7045,0.4285,34.117896,-86.562142,1.67%,3738,23,381,15,10,60,177,1993,1974,4,38.5,79,,Metro,10860,34.5,-0.28%,1521,89700,885
Brent,Alabama,Brent|Alabama,AL,Bibb,731,44,493,104,3,29,5,5,3,6,5,29,5,53.6825,0.3365,32.923422,-87.276234,-6.51%,1225,1534,44,3,4,7,14,1836,935,5,36.2,94,,Metro,11060,40.5,-6.13%,671,63400,224
Brewton,Alabama,Brewton|Alabama,AL,Escambia,3286,253,2033,187,7,498,48,32,49,25,22,45,87,242.971,2.4505,31.144278,-87.067169,0.56%,5880,2081,142,41,5,106,92,3881,4220,15,40.4,276,,,11070,119.5,1.11%,3237,83500,82
Brilliant,Alabama,Brilliant|Alabama,AL,Marion,356,36,174,67,2,38,6,5,4,2,4,12,6,32.529,0.0655,34.050368,-87.752432,-5.03%,777,2,7,1,0,8,0,375,405,2,44.7,29,,,11100,13,-2.40%,346,66500,498
Brookwood,Alabama,Brookwood|Alabama,AL,Tuscaloosa,671,24,70,62,13,201,0,19,18,17,72,82,93,74.434,1.5995,33.331599,-87.259008,2.44%,1718,116,37,4,0,18,15,904,946,3,33.9,67,,Metro,11140,30,2.06%,668,106400,227
Butler,Alabama,Butler|Alabama,AL,Choctaw,925,98,273,135,5,236,78,16,24,7,5,26,22,113.468,0.4855,32.090524,-88.232843,2.82%,1286,752,14,6,1,7,12,984,1066,4,44.9,46,,,11280,17.5,2.06%,882,63100,172
Cedar Bluff,Alabama,Cedar Bluff|Alabama,AL,Cherokee,1077,234,430,133,14,85,15,36,48,2,8,54,18,31.1955,10.457,34.254859,-85.610168,-1.38%,2252,157,23,12,3,29,10,1197,1222,6,45.6,147,,,11510,67.5,-0.27%,1016,108000,658
Centre,Alabama,Centre|Alabama,AL,Cherokee,2185,233,607,556,22,301,29,72,106,12,44,94,109,71.533,8.817,34.121219,-85.59266,-0.16%,4650,364,54,15,2,64,19,2474,2570,3,45,201,,,11550,95.5,-0.58%,2074,111700,658
Cherokee,Alabama,Cherokee|Alabama,AL,Colbert,883,154,343,239,4,73,3,32,8,3,1,16,7,105.4785,6.976,34.741038,-87.992533,-1.65%,1742,269,27,6,1,19,16,985,1037,3,45.2,33,,Metro,11650,13,0.98%,853,75700,470
Citronelle,Alabama,Citronelle|Alabama,AL,Mobile,1322,176,111,111,10,602,13,16,26,1,26,130,100,110.034,0.632,31.034107,-88.265638,2.44%,2675,624,78,18,2,302,49,1748,1844,13,37.1,193,,Metro,11740,79,0.43%,1298,101700,8
Clanton,Alabama,Clanton|Alabama,AL,Chilton,4015,851,1464,239,32,567,83,139,58,33,25,199,325,126.884,4.038,32.826962,-86.669067,0.97%,5976,1092,518,47,9,49,361,3619,3817,17,38.1,703,0.5,Metro,11770,329,-0.99%,2867,99800,599
Coaling,Alabama,Coaling|Alabama,AL,Tuscaloosa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,33.1588,-87.3406,,0,0,0,0,0,0,0,0,0,5,0,90,,Metro,11860,37.5,,0,0,227
Collinsville,Alabama,Collinsville|Alabama,AL,De Kalb,1141,122,764,113,1,50,10,3,6,1,5,17,49,63.936,0.232,34.292002,-85.8838,-10.98%,2456,153,721,13,29,89,598,1624,1633,3,35.7,68,,,11950,30.5,-5.88%,1143,61300,899
Cordova,Alabama,Cordova|Alabama,AL,Walker,1157,212,577,142,5,131,13,3,5,2,7,32,28,32.903,0.6875,33.737392,-87.15343,-3.10%,2566,221,37,8,2,29,18,1331,1472,6,42.1,58,,Metro,12030,23,-4.24%,1134,62100,307
Creola,Alabama,Creola|Alabama,AL,Mobile,351,44,46,21,4,153,5,13,15,1,14,26,9,8.374,0.477,30.935892,-87.996768,8.52%,837,98,30,3,1,28,19,504,464,5,35.8,54,,Metro,12160,22.5,4.90%,349,130600,8
Crossville,Alabama,Crossville|Alabama,AL,De Kalb,1441,104,769,117,13,343,11,17,6,3,7,30,21,39.351,0.0365,34.29675,-86.040706,18.52%,3245,23,951,7,13,125,828,2058,2092,1,34.4,29,,,12200,13.5,5.09%,1414,78500,899
Cullman,Alabama,Cullman|Alabama,AL,Cullman,8906,1254,2720,1289,43,1916,484,170,185,42,65,503,235,129.8335,2.788,34.14938,-86.747356,3.81%,9184,102,754,85,9,92,354,4653,5061,10,39.2,702,,Micro,12220,338,1.05%,4014,112700,799
Dadeville,Alabama,Dadeville|Alabama,AL,Tallapoosa,1822,569,583,211,9,105,52,77,134,16,25,31,10,90.723,9.3515,32.830089,-85.752156,-0.90%,3160,946,34,18,1,30,19,2016,2119,14,47.7,148,,,12260,53.5,1.86%,1749,120100,717
Daleville,Alabama,Daleville|Alabama,AL,Dale,1921,95,193,191,21,267,32,43,51,17,57,147,807,31.2545,0.061,31.232988,-85.738221,-2.11%,3410,920,448,131,19,109,141,2312,2224,10,36.6,120,,Micro,12270,48.5,1.83%,1943,95600,409
Daphne,Alabama,Daphne|Alabama,AL,Baldwin,6154,82,365,785,240,1668,103,202,388,368,552,991,410,18.6995,0.6655,30.604252,-87.858161,4.28%,11788,1838,382,248,15,111,129,6794,7152,15,38.9,518,,Metro,12300,238.5,0.20%,5546,187500,278
Dauphin Island,Alabama,Dauphin Island|Alabama,AL,Mobile,322,21,4,72,0,58,0,6,78,1,7,54,21,3.186,13.736,30.256738,-88.19395,-3.56%,608,5,5,2,1,9,1,318,301,2,53,59,,Metro,12320,27.5,4.40%,291,225800,8
Decatur,Alabama,Decatur|Alabama,AL,Morgan,13527,575,5146,445,534,1671,1193,627,719,510,172,938,997,49.224,6.4825,34.620893,-87.013675,-0.09%,10397,4667,3095,119,53,232,2187,8558,8660,40,36.1,2563,,Metro,12380,1225.5,1.33%,6633,97000,573
Demopolis,Alabama,Demopolis|Alabama,AL,Marengo,1760,260,690,44,38,98,233,64,19,5,43,88,178,63.9885,1.3605,32.415375,-87.918823,1.57%,1926,2220,92,26,2,14,47,1901,2297,20,38.3,331,,,12420,141.5,4.20%,1729,125000,162
Dora,Alabama,Dora|Alabama,AL,Jefferson,1571,207,258,427,7,313,2,28,59,4,30,201,35,22.4465,0.1525,33.719829,-87.042008,5.23%,3837,107,18,5,5,34,11,1966,2006,6,40.3,134,,Metro,12480,56.5,1.83%,1515,119800,600
Douglas,Alabama,Douglas|Alabama,AL,Marshall,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,34.1738,-86.3239,,0,0,0,0,0,0,0,0,0,4,0,92,,Micro,12510,42,,0,0,592
Eclectic,Alabama,Eclectic|Alabama,AL,Elmore,1164,139,202,293,9,269,7,41,53,50,48,33,20,44.949,3.49,32.63024,-86.024291,-3.94%,2408,292,21,11,3,30,6,1324,1391,3,43.8,74,,Metro,12620,33.5,-0.78%,1100,124300,177
Elba,Alabama,Elba|Alabama,AL,Coffee,1603,364,442,270,2,238,165,6,9,6,11,40,50,115.651,0.3445,31.419842,-86.089185,-1.37%,3076,963,54,11,5,123,39,2059,2069,4,42.1,119,,Micro,12680,54,-1.77%,1660,83100,193
Elberta,Alabama,Elberta|Alabama,AL,Baldwin,1434,131,559,180,6,195,17,42,222,16,14,39,13,48.308,3.4075,30.407426,-87.54188,-0.22%,3303,45,122,30,3,58,63,1726,1711,,43.7,12,0.5,Metro,12690,4,-1.11%,1391,165600,278
Enterprise,Alabama,Enterprise|Alabama,AL,Coffee,7611,183,1551,432,165,567,756,213,443,85,238,1224,1754,60.093,0.044,31.368425,-85.869335,0.54%,13151,3376,1682,495,78,273,960,8780,8986,38,34.9,1059,,Micro,12760,477,2.18%,7001,149700,193
Eufaula,Alabama,Eufaula|Alabama,AL,Barbour,3295,368,1390,136,30,400,327,95,61,27,12,117,332,144.4255,9.877,31.941874,-85.207438,-0.81%,4227,3638,337,51,13,76,207,3805,4326,28,39.6,551,0.5,,12830,239,-0.61%,3249,113800,596
Eutaw,Alabama,Eutaw|Alabama,AL,Greene,1228,249,734,62,0,17,139,1,8,0,0,15,3,156.465,2.0235,32.946504,-88.008885,4.39%,458,2056,27,8,0,9,13,1175,1356,16,43.5,148,,,12840,57,1.24%,1056,83100,220
Evergreen,Alabama,Evergreen|Alabama,AL,Conecuh,1711,161,1102,72,1,165,52,5,28,1,4,20,100,228.4255,0.62,31.494984,-86.913842,2.58%,1825,2289,63,13,4,26,43,1994,2164,11,41.3,237,0.5,,12860,105,-0.10%,1744,75800,258
Fairhope,Alabama,Fairhope|Alabama,AL,Baldwin,6334,444,247,1767,165,1524,58,171,269,119,434,933,203,36.869,3.268,30.482441,-87.866974,2.33%,12592,1098,403,96,10,78,172,6615,7300,22,44.8,618,,Metro,12930,282,-2.16%,5807,222400,278
Fayette,Alabama,Fayette|Alabama,AL,Fayette,2209,259,950,373,15,244,205,30,45,5,10,42,31,157.9765,0.85,33.643583,-87.82754,-0.75%,4147,901,74,20,1,44,39,2480,2609,6,42.9,94,,,12990,39.5,-0.27%,2120,82000,360
Flomaton,Alabama,Flomaton|Alabama,AL,Escambia,750,94,469,69,1,35,13,9,13,3,3,23,18,29.3375,0.364,31.059606,-87.259381,-0.79%,1510,232,35,7,3,51,13,857,931,6,40.1,77,,,13090,31,-0.49%,735,76000,82
Florence,Alabama,Florence|Alabama,AL,Lauderdale,14324,1392,5522,889,69,1066,2775,378,912,198,239,455,429,147.873,10.7355,34.830274,-87.664543,1.59%,12052,3769,650,277,16,170,387,7472,8843,66,35.5,1678,0.5,Metro,13110,738,0.24%,7353,94500,506
Foley,Alabama,Foley|Alabama,AL,Baldwin,6185,231,2183,1764,25,609,96,150,476,12,121,90,428,45.7415,2.207,30.383821,-87.715678,-0.73%,11034,1534,1415,140,21,183,733,6489,6895,18,40.9,834,0.5,Metro,13120,391.5,6.01%,5422,161200,278
Frisco City,Alabama,Frisco City|Alabama,AL,Monroe,1037,175,623,61,1,109,41,5,9,2,3,6,2,77.0195,0.201,31.440041,-87.467818,-5.16%,1806,683,29,7,3,62,13,1220,1306,2,40.5,37,,,13260,15.5,1.48%,1003,68000,418
Fyffe,Alabama,Fyffe|Alabama,AL,De Kalb,983,262,257,92,19,198,3,30,15,4,21,45,37,28.3585,0,34.469611,-85.954492,-6.76%,2359,22,56,7,2,96,39,1223,1235,2,40.7,30,,,13320,13,-8.56%,959,73800,899
Gadsden,Alabama,Gadsden|Alabama,AL,Etowah,14148,543,5486,1597,160,1344,1440,855,946,149,108,1404,116,118.4335,5.2625,34.052526,-85.928538,-0.10%,6365,3375,364,87,62,97,186,4796,5227,118,40.6,3164,1.5,Metro,13330,1403,-0.68%,4030,112200,554
Gardendale,Alabama,Gardendale|Alabama,AL,Jefferson,3261,141,432,553,140,917,9,227,289,24,167,144,218,28.5375,0.0885,33.706944,-86.863814,0.56%,7035,668,114,109,6,43,59,3643,4188,9,41.9,591,,Metro,13410,281,-0.48%,3202,166100,600
Geneva,Alabama,Geneva|Alabama,AL,Geneva,1219,144,777,96,3,93,24,15,23,3,2,20,19,23.722,0.317,31.076365,-85.907536,-10.58%,2367,359,53,13,1,28,19,1321,1425,11,42.6,209,,Metro,13470,93,-6.27%,1120,82700,105
Georgiana,Alabama,Georgiana|Alabama,AL,Butler,881,268,299,145,3,61,37,13,15,3,3,6,28,117.2895,0.0825,31.653652,-86.736544,3.41%,1265,883,10,5,1,9,5,1020,1130,9,45.8,104,,,13480,41,0.00%,881,62400,423
Grant,Alabama,Grant|Alabama,AL,Marshall,1135,231,316,95,16,131,7,26,65,12,9,145,82,37.2625,1.8305,34.507324,-86.323954,-2.30%,2904,18,35,15,3,51,9,1465,1486,3,40.5,85,,Micro,13670,37.5,-1.98%,1160,102400,592
Greenville,Alabama,Greenville|Alabama,AL,Butler,2964,254,1333,378,5,241,136,67,95,10,22,182,241,180.276,0.345,31.744197,-86.646382,1.18%,3608,3312,77,88,5,39,28,3276,3762,20,38.1,384,1.5,,13720,168,2.14%,2848,91000,423
Gulf Shores,Alabama,Gulf Shores|Alabama,AL,Baldwin,3323,43,184,277,27,728,103,175,712,12,173,151,738,26.244,11.4365,30.283142,-87.799794,1.43%,6019,141,273,66,7,107,142,3139,3214,14,41.9,706,0.5,Metro,13780,332.5,6.22%,2891,241300,278
Guntersville,Alabama,Guntersville|Alabama,AL,Marshall,3667,347,1238,480,46,201,207,139,207,44,77,166,515,63.9585,17.674,34.335984,-86.310172,3.92%,7440,417,305,90,4,101,210,3967,4169,12,43.9,602,,Micro,13790,280,0.30%,3354,146400,592
Gurley,Alabama,Gurley|Alabama,AL,Madison,1237,22,200,99,30,460,2,75,28,19,95,194,13,40.485,0.2865,34.727256,-86.383704,1.92%,2802,252,55,34,7,89,24,1582,1557,2,43.4,37,,Metro,13800,16.5,0.14%,1215,124100,610
Hamilton,Alabama,Hamilton|Alabama,AL,Marion,2290,625,1087,80,14,150,92,20,63,13,13,88,45,119.502,0.0485,34.17824,-87.976578,1.05%,5150,339,148,21,6,45,80,2855,2718,5,42.6,164,,,13860,73.5,1.57%,2225,77100,498
Hanceville,Alabama,Hanceville|Alabama,AL,Cullman,2726,367,839,502,29,653,130,49,52,10,15,31,49,75.2635,0.5785,34.015502,-86.826142,-3.63%,6113,315,225,36,3,71,129,3239,3332,4,40.3,134,,Micro,13880,62.5,-0.68%,2583,89500,799
Hartford,Alabama,Hartford|Alabama,AL,Geneva,1237,220,598,223,3,99,4,14,41,3,3,12,17,64.277,0.491,31.095364,-85.71676,4.68%,2533,302,80,10,4,44,36,1402,1465,5,42.5,87,,Metro,13920,37,1.89%,1166,87700,105
Hartselle,Alabama,Hartselle|Alabama,AL,Morgan,5074,435,1197,681,96,841,94,482,276,115,144,316,397,54.9205,0.557,34.432986,-86.931126,-0.78%,11471,426,262,63,10,217,148,5956,6178,6,39.5,349,,Metro,13930,165.5,-2.25%,4812,117200,573
Headland,Alabama,Headland|Alabama,AL,Henry,1433,186,161,250,31,274,110,25,58,19,56,207,56,61.4295,0.0135,31.349864,-85.321351,5.35%,2944,923,78,15,1,29,43,1846,2066,2,39.6,77,,Metro,14010,37,1.32%,1543,122200,499
Helena,Alabama,Helena|Alabama,AL,Shelby,3025,5,10,25,153,140,2,83,64,9,980,1544,10,21.774,0.569,33.249186,-86.920428,2.60%,6883,819,274,154,11,48,133,3823,4118,6,34.2,162,0.5,Metro,14050,72.5,3.98%,2846,173500,524
Henagar,Alabama,Henagar|Alabama,AL,De Kalb,1061,159,621,52,6,107,6,8,24,2,7,41,28,33.701,0.0705,34.640756,-85.720746,7.48%,2621,3,53,6,3,102,22,1346,1349,1,40.3,42,,,14060,20.5,-0.96%,1067,84200,899
Huntsville,Alabama,Huntsville|Alabama,AL,Madison,43223,1035,11400,1718,1064,5847,3932,3292,1393,998,5522,4381,2641,131.651,3.6115,34.7114,-86.549321,1.62%,9448,1086,237,184,14,158,83,5297,5458,479,44,10628,7.5,Metro,14240,4580.5,0.80%,4926,219900,610
Ider,Alabama,Ider|Alabama,AL,De Kalb,486,79,203,29,6,96,4,11,4,0,7,32,15,11.5565,0,34.712308,-85.64089,-7.03%,1048,3,8,3,0,36,4,514,557,2,41.1,39,,,14300,17.5,-10.12%,429,97400,899
Jacksonville,Alabama,Jacksonville|Alabama,AL,Calhoun,4361,123,1261,351,12,988,795,86,95,9,60,172,409,49.7385,0.1545,33.855077,-85.77596,-1.93%,8354,1997,224,155,25,103,88,5046,5484,22,30.1,527,0.5,Metro,14380,230,-2.85%,4132,129700,730
Jasper,Alabama,Jasper|Alabama,AL,Walker,6780,1467,1243,580,36,1571,150,229,325,14,193,218,754,113.265,2.813,33.81175,-87.28349,-0.06%,4082,960,276,20,11,54,180,2508,2705,41,39.9,1231,0.5,Metro,14400,558,1.19%,2079,99200,307
Killen,Alabama,Killen|Alabama,AL,Lauderdale,2583,321,721,320,56,290,21,166,248,22,163,165,90,43.136,3.461,34.901468,-87.50142,-3.16%,6801,173,90,38,2,54,37,3427,3604,1,40.8,38,,Metro,14580,18.5,-0.32%,2701,122800,506
Kinston,Alabama,Kinston|Alabama,AL,Coffee,464,138,206,54,3,28,2,4,5,1,1,15,7,46.3375,0.338,31.201043,-86.150796,6.63%,1041,14,18,7,1,54,5,534,565,2,45.6,31,,Micro,14610,13.5,1.96%,452,65500,193
Lafayette,Alabama,Lafayette|Alabama,AL,Chambers,1304,369,483,280,4,79,22,10,13,6,11,18,9,119.83,0.474,32.916954,-85.439526,-1.35%,1418,1879,54,13,1,11,24,1573,1739,11,43.3,104,,Micro,14680,41,0.04%,1310,82400,862
Lanett,Alabama,Lanett|Alabama,AL,Chambers,2458,239,1405,326,2,243,63,23,22,7,3,21,104,43.9595,1.067,32.896902,-85.255222,-0.25%,3289,2502,108,16,2,42,65,2763,3073,27,42.2,562,0.5,Micro,14720,245.5,1.01%,2430,79400,862
Leeds,Alabama,Leeds|Alabama,AL,Jefferson,3053,160,846,319,82,635,67,120,253,42,120,189,220,28.7635,0.807,33.513635,-86.577822,-3.02%,5929,927,393,58,10,72,255,3451,3655,21,39.4,583,1,Metro,14810,261,-3.08%,2893,138200,600
Leesburg,Alabama,Leesburg|Alabama,AL,Cherokee,805,93,290,232,5,84,3,22,19,4,6,16,31,25.059,3.3925,34.170708,-85.758333,0.61%,1786,67,22,3,1,29,12,924,946,3,42,57,0.5,,14820,25.5,-3.73%,759,76500,658
Leighton,Alabama,Leighton|Alabama,AL,Colbert,983,107,468,197,2,126,3,11,15,2,4,43,5,46.831,0.206,34.668356,-87.530076,0.20%,1696,571,64,2,1,47,37,1122,1196,8,43.2,59,,Metro,14830,20,3.26%,951,87100,470
Lincoln,Alabama,Lincoln|Alabama,AL,Talladega,1545,91,856,174,1,288,19,4,61,2,4,29,16,39.437,2.7385,33.620913,-86.116838,-7.20%,3054,814,77,21,6,50,37,1933,1975,11,39.5,385,0.5,Micro,14920,175,-4.73%,1515,87300,555
Linden,Alabama,Linden|Alabama,AL,Marengo,753,53,450,82,2,67,38,4,21,1,2,23,10,76.829,0.1595,32.288776,-87.83664,-0.72%,902,715,29,3,8,8,13,766,864,4,44.8,85,,,14930,38,-3.31%,683,76500,162
Lineville,Alabama,Lineville|Alabama,AL,Clay,1141,259,585,156,8,39,24,17,13,2,3,22,13,89.3085,0.512,33.334066,-85.75278,-4.47%,2207,565,97,5,2,34,39,1368,1424,6,42.5,37,,,14940,11.5,-4.34%,1121,103500,1130
Livingston,Alabama,Livingston|Alabama,AL,Sumter,1083,47,870,14,1,15,119,0,1,1,1,1,13,132.8225,1.651,32.556069,-88.113219,-5.10%,887,1829,15,16,3,6,9,1258,1477,8,30,103,,,14990,40.5,-0.59%,1092,100500,135
Luverne,Alabama,Luverne|Alabama,AL,Crenshaw,1197,150,551,58,3,197,74,8,18,2,18,22,96,79.916,0.328,31.740942,-86.28964,0.69%,2087,662,44,85,4,33,28,1358,1496,8,40.3,79,,,15090,32,4.03%,1151,77500,366
Madison,Alabama,Madison|Alabama,AL,Limestone,13459,99,161,304,2632,2592,61,449,461,300,3682,1592,1126,57.7355,2.791,34.656364,-86.814394,2.20%,3022,1167,149,298,3,61,60,2208,2300,59,36.1,1093,1,Metro,15180,471.5,2.76%,1660,189800,720
Maplesville,Alabama,Maplesville|Alabama,AL,Chilton,549,79,165,76,3,173,3,6,4,2,5,16,17,57.173,0.2015,32.791824,-86.856422,-9.49%,1111,309,41,5,4,10,30,745,706,4,37.2,39,,Metro,15300,15,-2.64%,555,75500,599
Margaret,Alabama,Margaret|Alabama,AL,Saint Clair,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2305,0.009,33.678102,-86.477924,-32.23%,291,98,6,13,0,9,5,202,199,2,36.9,21,,Metro,15320,8.5,-15.79%,149,76500,570
Midland City,Alabama,Midland City|Alabama,AL,Dale,1723,83,357,199,16,261,90,20,62,27,27,107,474,32.1125,0.0145,31.411345,-85.495512,-6.58%,2632,595,90,42,4,62,52,1576,1694,6,35.5,124,,Micro,15480,56,-3.08%,1302,106900,409
Millbrook,Alabama,Millbrook|Alabama,AL,Elmore,2670,125,237,175,250,1008,6,60,94,38,139,202,336,12.174,0.749,32.467355,-86.359491,3.82%,5570,1762,311,88,13,71,181,3649,3885,19,34.1,753,0.5,Metro,15510,339.5,6.33%,2794,135800,177
Monroeville,Alabama,Monroeville|Alabama,AL,Monroe,2390,635,1248,115,2,217,50,26,44,3,4,31,15,69.119,0.065,31.499156,-87.329404,-3.75%,2810,2521,57,36,2,55,26,2567,2803,30,39.2,483,0.5,,15610,208,-5.95%,2132,90800,418
Montevallo,Alabama,Montevallo|Alabama,AL,Shelby,2669,274,429,189,54,497,135,143,49,32,254,372,241,62.4005,0.5335,33.10944,-86.893998,-0.57%,5510,1219,641,42,4,64,336,3394,3665,8,32.4,179,,Metro,15620,77,-0.86%,2613,124900,524
Montgomery,Alabama,Montgomery|Alabama,AL,Montgomery,45119,4115,7301,2171,1585,2790,6994,2470,649,2731,6244,2789,5280,162.2645,5.6785,32.3667,-86.3002,-0.89%,0,0,0,0,0,0,0,0,0,263,0,10071,17.5,Metro,15630,4512.5,-0.07%,0,0,160
Moody,Alabama,Moody|Alabama,AL,Saint Clair,2160,46,258,222,30,704,18,29,21,6,234,434,158,9.035,0.0715,33.603374,-86.494434,2.11%,4604,494,107,103,2,44,46,2519,2695,6,34.5,236,,Metro,15650,110.5,1.06%,2107,137200,570
Morris,Alabama,Morris|Alabama,AL,Jefferson,875,38,131,103,7,251,5,35,17,10,59,203,16,11.074,0.0055,33.726373,-86.768351,-0.05%,2079,22,20,4,2,20,9,1029,1091,0,42,33,,Metro,15670,16.5,5.51%,814,147900,600
